account_id,last_metric_time,like_per_month,newfriend_per_month,post_per_month,adview_feed_per_month,dislike_per_month,unfriend_per_month,message_per_month,reply_per_month,account_tenure
12590,2020-05-10,64.0,1.0,5.0,17.0,0.0,0.0,34.0,14.0,22.0
12591,2020-05-10,35.0,1.0,37.0,23.0,1.0,0.0,275.0,109.0,11.0
12592,2020-05-10,1.0,2.0,5.0,12.0,2.0,0.0,4.0,3.0,17.0
12593,2020-05-10,6.0,0.0,1.0,6.0,2.0,0.0,12.0,5.0,28.0
12594,2020-05-10,21.0,1.0,6.0,11.0,3.0,0.0,58.0,27.0,37.0
12595,2020-05-10,54.0,11.0,26.0,31.0,9.0,1.0,45.0,4.0,26.0
12596,2020-05-10,100.0,16.0,140.0,40.0,62.0,2.0,300.0,26.0,60.0
12597,2020-05-10,6.0,3.0,22.0,12.0,8.0,0.0,4.0,2.0,26.0
12598,2020-05-10,11.0,0.0,16.0,0.0,5.0,1.0,16.0,3.0,39.0
12599,2020-05-10,62.0,0.0,4.0,16.0,3.0,0.0,56.0,23.0,15.0
12600,2020-05-10,40.0,7.0,20.0,49.0,6.0,0.0,25.0,12.0,34.0
12601,2020-05-10,21.0,2.0,7.0,11.0,3.0,2.0,118.0,48.0,31.0
12603,2020-05-10,122.0,5.0,39.0,84.0,43.0,0.0,190.0,71.0,22.0
12604,2020-05-10,17.0,1.0,4.0,7.0,5.0,0.0,3.0,0.0,15.0
12605,2020-05-10,10.0,4.0,31.0,16.0,4.0,0.0,48.0,6.0,17.0
12606,2020-05-10,1225.0,48.0,137.0,94.0,44.0,0.0,9.0,3.0,29.0
12607,2020-05-10,7.0,2.0,3.0,5.0,2.0,0.0,3.0,0.0,20.0
12608,2020-05-10,54.0,7.0,95.0,15.0,22.0,0.0,276.0,117.0,34.0
12609,2020-05-10,284.0,69.0,61.0,152.0,75.0,0.0,2.0,2.0,26.0
12610,2020-05-10,11.0,4.0,29.0,10.0,11.0,0.0,34.0,23.0,19.0
12611,2020-05-10,16.0,1.0,13.0,4.0,5.0,0.0,4.0,1.0,33.0
12612,2020-05-10,31.0,4.0,38.0,16.0,7.0,1.0,67.0,23.0,19.0
12613,2020-05-10,10.0,3.0,10.0,6.0,11.0,1.0,6.0,5.0,28.0
12614,2020-05-10,432.0,11.0,20.0,41.0,32.0,0.0,103.0,45.0,18.0
12615,2020-05-10,7.0,3.0,9.0,2.0,1.0,0.0,0.0,0.0,36.0
12616,2020-05-10,3.0,0.0,1.0,6.0,0.0,0.0,139.0,23.0,16.0
12617,2020-05-10,17.0,1.0,7.0,3.0,6.0,0.0,1.0,0.0,19.0
12618,2020-05-10,6.0,3.0,5.0,5.0,6.0,0.0,149.0,94.0,36.0
12619,2020-05-10,26.0,1.0,0.0,16.0,11.0,0.0,5.0,1.0,24.0
12620,2020-05-10,30.0,13.0,35.0,5.0,4.0,0.0,12.0,5.0,24.0
12621,2020-05-10,46.0,3.0,26.0,22.0,53.0,0.0,62.0,20.0,28.0
12622,2020-05-10,12.0,0.0,32.0,11.0,8.0,2.0,1.0,0.0,31.0
12623,2020-05-10,36.0,1.0,6.0,38.0,12.0,1.0,54.0,26.0,31.0
12624,2020-05-10,34.0,0.0,41.0,5.0,8.0,0.0,327.0,118.0,31.0
12625,2020-05-10,1.0,0.0,4.0,0.0,0.0,0.0,93.0,45.0,19.0
12626,2020-05-10,183.0,13.0,50.0,44.0,30.0,0.0,38.0,22.0,21.0
12627,2020-05-10,135.0,16.0,64.0,79.0,19.0,0.0,18.0,4.0,25.0
12628,2020-05-10,250.0,14.0,97.0,653.0,22.0,0.0,28.0,0.0,16.0
12629,2020-05-10,16.0,4.0,23.0,9.0,9.0,0.0,18.0,3.0,37.0
12630,2020-05-10,16.0,7.0,5.0,3.0,1.0,0.0,6.0,3.0,14.0
12631,2020-05-10,21.0,4.0,5.0,32.0,4.0,1.0,0.0,2.0,39.0
12632,2020-05-10,5.0,1.0,6.0,2.0,4.0,0.0,1.0,3.0,26.0
12633,2020-05-10,12.0,3.0,5.0,3.0,11.0,0.0,1.0,2.0,24.0
12634,2020-05-10,101.0,3.0,91.0,21.0,32.0,2.0,9.0,1.0,17.0
12635,2020-05-10,11.0,3.0,35.0,3.0,2.0,0.0,4.0,2.0,10.0
12636,2020-05-10,4.0,1.0,20.0,7.0,5.0,0.0,11.0,5.0,23.0
12637,2020-05-10,1.0,4.0,0.0,7.0,9.0,0.0,12.0,7.0,33.0
12638,2020-05-10,119.0,9.0,21.0,118.0,10.0,0.0,110.0,31.0,16.0
12639,2020-05-10,7.0,1.0,3.0,11.0,6.0,0.0,11.0,3.0,15.0
12640,2020-05-10,17.0,2.0,10.0,5.0,1.0,1.0,66.0,22.0,24.0
12641,2020-05-10,61.0,9.0,11.0,50.0,7.0,1.0,172.0,42.0,15.0
12642,2020-05-10,14.0,7.0,19.0,30.0,25.0,0.0,6.0,0.0,21.0
12643,2020-05-10,35.0,5.0,95.0,77.0,25.0,0.0,274.0,96.0,15.0
12644,2020-05-10,15.0,6.0,6.0,12.0,2.0,0.0,1.0,0.0,38.0
12645,2020-05-10,6.0,0.0,2.0,10.0,0.0,1.0,253.0,89.0,22.0
12646,2020-05-10,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,15.0
12647,2020-05-10,219.0,8.0,68.0,55.0,10.0,0.0,39.0,6.0,37.0
12648,2020-05-10,2.0,3.0,2.0,7.0,5.0,1.0,12.0,5.0,13.0
12649,2020-05-10,197.0,17.0,92.0,39.0,38.0,1.0,28.0,14.0,14.0
12650,2020-05-10,114.0,7.0,13.0,24.0,13.0,0.0,38.0,18.0,24.0
12651,2020-05-10,46.0,6.0,9.0,25.0,14.0,0.0,19.0,15.0,33.0
12652,2020-05-10,25.0,0.0,3.0,6.0,4.0,0.0,32.0,18.0,13.0
12653,2020-05-10,70.0,11.0,27.0,25.0,12.0,0.0,9.0,2.0,36.0
12654,2020-05-10,9.0,1.0,5.0,6.0,8.0,0.0,8.0,8.0,11.0
12655,2020-05-10,42.0,8.0,35.0,7.0,1.0,1.0,14.0,6.0,38.0
12656,2020-05-10,134.0,8.0,13.0,4.0,2.0,0.0,37.0,5.0,12.0
12657,2020-05-10,47.0,2.0,60.0,18.0,14.0,0.0,2.0,1.0,28.0
12658,2020-05-10,14.0,5.0,4.0,12.0,5.0,0.0,0.0,2.0,21.0
12659,2020-05-10,22.0,6.0,5.0,9.0,3.0,0.0,1.0,0.0,26.0
12660,2020-05-10,24.0,4.0,24.0,30.0,5.0,0.0,39.0,15.0,20.0
12661,2020-05-10,17.0,3.0,2.0,0.0,7.0,0.0,5.0,1.0,28.0
12662,2020-05-10,4.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,11.0
12663,2020-05-10,70.0,9.0,67.0,40.0,14.0,0.0,64.0,26.0,13.0
12664,2020-05-10,3.0,1.0,0.0,1.0,9.0,0.0,5.0,7.0,20.0
12665,2020-05-10,76.0,5.0,15.0,11.0,0.0,0.0,5.0,0.0,27.0
12666,2020-05-10,33.0,20.0,14.0,22.0,3.0,0.0,35.0,23.0,18.0
12667,2020-05-10,44.0,1.0,32.0,14.0,0.0,0.0,4.0,1.0,18.0
12668,2020-05-10,20.0,0.0,2.0,1.0,13.0,0.0,0.0,1.0,10.0
12669,2020-05-10,19.0,8.0,18.0,16.0,23.0,0.0,85.0,36.0,21.0
12670,2020-05-10,51.0,9.0,26.0,47.0,12.0,2.0,8.0,2.0,26.0
12671,2020-05-10,50.0,13.0,33.0,22.0,19.0,0.0,6.0,1.0,25.0
12672,2020-05-10,0.0,0.0,1.0,5.0,3.0,1.0,40.0,4.0,14.0
12673,2020-05-10,170.0,4.0,43.0,34.0,138.0,2.0,19.0,11.0,27.0
12674,2020-05-10,29.0,2.0,10.0,12.0,4.0,0.0,18.0,13.0,39.0
12675,2020-05-10,28.0,8.0,15.0,2.0,25.0,1.0,36.0,22.0,27.0
12676,2020-05-10,14.0,2.0,3.0,0.0,8.0,0.0,70.0,32.0,17.0
12677,2020-05-10,39.0,2.0,16.0,9.0,8.0,0.0,68.0,31.0,32.0
12678,2020-05-10,2.0,0.0,9.0,5.0,15.0,0.0,16.0,5.0,11.0
12679,2020-05-10,63.0,14.0,11.0,9.0,2.0,0.0,7.0,0.0,38.0
12680,2020-05-10,1.0,2.0,1.0,3.0,0.0,0.0,1.0,2.0,15.0
12681,2020-05-10,15.0,5.0,33.0,21.0,5.0,1.0,10.0,2.0,18.0
12682,2020-05-10,13.0,1.0,10.0,25.0,2.0,0.0,13.0,23.0,24.0
12683,2020-05-10,567.0,6.0,85.0,86.0,18.0,0.0,29.0,13.0,24.0
12684,2020-05-10,4.0,1.0,10.0,4.0,14.0,0.0,14.0,1.0,31.0
12685,2020-05-10,10.0,2.0,5.0,24.0,4.0,0.0,90.0,14.0,38.0
12686,2020-05-10,22.0,2.0,34.0,4.0,0.0,0.0,78.0,38.0,60.0
12687,2020-05-10,20.0,3.0,3.0,42.0,14.0,1.0,25.0,6.0,32.0
12688,2020-05-10,52.0,1.0,35.0,11.0,10.0,0.0,2.0,0.0,14.0
12689,2020-05-10,69.0,15.0,31.0,75.0,4.0,0.0,47.0,29.0,27.0
12690,2020-05-10,22.0,5.0,6.0,81.0,6.0,0.0,20.0,5.0,25.0
12691,2020-05-10,17.0,4.0,15.0,10.0,9.0,0.0,27.0,21.0,20.0
12692,2020-05-10,147.0,7.0,70.0,75.0,20.0,0.0,102.0,44.0,36.0
12693,2020-05-10,20.0,2.0,10.0,9.0,12.0,0.0,4.0,2.0,15.0
12694,2020-05-10,59.0,11.0,112.0,46.0,19.0,0.0,9.0,4.0,32.0
12695,2020-05-10,1107.0,15.0,74.0,242.0,25.0,0.0,483.0,188.0,29.0
12696,2020-05-10,86.0,9.0,20.0,40.0,14.0,0.0,23.0,4.0,31.0
12697,2020-05-10,8.0,2.0,1.0,5.0,1.0,0.0,8.0,4.0,16.0
12698,2020-05-10,96.0,6.0,25.0,23.0,12.0,0.0,47.0,10.0,12.0
12699,2020-05-10,54.0,7.0,25.0,30.0,8.0,0.0,147.0,20.0,35.0
12700,2020-05-10,100.0,2.0,15.0,7.0,6.0,0.0,84.0,30.0,18.0
12701,2020-05-10,51.0,20.0,31.0,16.0,16.0,0.0,78.0,33.0,20.0
12702,2020-05-10,22.0,2.0,12.0,15.0,4.0,0.0,17.0,1.0,26.0
12703,2020-05-10,62.0,10.0,46.0,20.0,1.0,0.0,33.0,25.0,18.0
12704,2020-05-10,67.0,7.0,42.0,13.0,0.0,0.0,16.0,2.0,15.0
12705,2020-05-10,8.0,1.0,9.0,17.0,2.0,1.0,11.0,8.0,33.0
12706,2020-05-10,98.0,7.0,17.0,28.0,13.0,0.0,174.0,68.0,16.0
12707,2020-05-10,57.0,12.0,52.0,57.0,33.0,0.0,57.0,22.0,25.0
12708,2020-05-10,17.0,1.0,21.0,7.0,4.0,0.0,4.0,1.0,20.0
12709,2020-05-10,138.0,9.0,25.0,10.0,24.0,0.0,1.0,0.0,10.0
12710,2020-05-10,4.0,0.0,6.0,7.0,12.0,0.0,23.0,12.0,19.0
12711,2020-05-10,79.0,5.0,15.0,12.0,6.0,1.0,4.0,0.0,24.0
12712,2020-05-10,118.0,8.0,93.0,272.0,26.0,0.0,31.0,2.0,37.0
12713,2020-05-10,6.0,2.0,6.0,5.0,23.0,0.0,133.0,30.0,25.0
12714,2020-05-10,156.0,6.0,43.0,31.0,4.0,0.0,109.0,50.0,17.0
12715,2020-05-10,21.0,3.0,0.0,29.0,3.0,0.0,11.0,2.0,32.0
12716,2020-05-10,4.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,38.0
12717,2020-05-10,107.0,21.0,125.0,70.0,1.0,0.0,376.0,155.0,31.0
12718,2020-05-10,46.0,2.0,6.0,8.0,8.0,0.0,48.0,4.0,10.0
12719,2020-05-10,3.0,0.0,3.0,5.0,1.0,0.0,94.0,31.0,35.0
12720,2020-05-10,192.0,5.0,41.0,118.0,10.0,0.0,72.0,29.0,37.0
12721,2020-05-10,4.0,2.0,4.0,2.0,4.0,1.0,0.0,2.0,19.0
12722,2020-05-10,156.0,3.0,42.0,16.0,21.0,0.0,17.0,9.0,38.0
12723,2020-05-10,155.0,19.0,278.0,233.0,16.0,0.0,2.0,1.0,36.0
12724,2020-05-10,3.0,12.0,34.0,2.0,2.0,1.0,10.0,4.0,26.0
12725,2020-05-10,94.0,6.0,35.0,79.0,5.0,0.0,4.0,4.0,17.0
12726,2020-05-10,0.0,2.0,11.0,3.0,3.0,0.0,22.0,5.0,17.0
12727,2020-05-10,27.0,3.0,3.0,20.0,55.0,0.0,72.0,52.0,24.0
12728,2020-05-10,141.0,1.0,82.0,54.0,17.0,0.0,18.0,7.0,23.0
12729,2020-05-10,83.0,19.0,28.0,98.0,6.0,0.0,53.0,9.0,18.0
12730,2020-05-10,18.0,1.0,9.0,1.0,6.0,0.0,8.0,4.0,33.0
12731,2020-05-10,14.0,7.0,11.0,23.0,12.0,0.0,0.0,0.0,31.0
12733,2020-05-10,20.0,4.0,11.0,17.0,19.0,0.0,24.0,16.0,27.0
12734,2020-05-10,44.0,1.0,17.0,57.0,17.0,0.0,139.0,45.0,38.0
12735,2020-05-10,33.0,4.0,5.0,23.0,40.0,1.0,18.0,3.0,35.0
12736,2020-05-10,9.0,11.0,9.0,8.0,9.0,0.0,31.0,1.0,36.0
12737,2020-05-10,19.0,2.0,3.0,4.0,6.0,0.0,40.0,8.0,27.0
12738,2020-05-10,27.0,5.0,14.0,8.0,2.0,1.0,23.0,17.0,18.0
12739,2020-05-10,26.0,3.0,4.0,14.0,6.0,0.0,35.0,5.0,24.0
12740,2020-05-10,80.0,26.0,86.0,40.0,14.0,0.0,8.0,6.0,60.0
12741,2020-05-10,6.0,1.0,1.0,1.0,2.0,0.0,13.0,3.0,10.0
12742,2020-05-10,25.0,1.0,24.0,6.0,8.0,1.0,10.0,1.0,35.0
12743,2020-05-10,38.0,3.0,97.0,11.0,60.0,0.0,0.0,0.0,27.0
12744,2020-05-10,20.0,26.0,56.0,29.0,14.0,0.0,4.0,0.0,28.0
12745,2020-05-10,10.0,1.0,4.0,26.0,11.0,2.0,26.0,12.0,28.0
12746,2020-05-10,51.0,4.0,5.0,7.0,3.0,0.0,24.0,12.0,25.0
12748,2020-05-10,18.0,5.0,25.0,73.0,16.0,0.0,14.0,6.0,29.0
12749,2020-05-10,70.0,14.0,38.0,40.0,2.0,0.0,146.0,26.0,28.0
12750,2020-05-10,2.0,0.0,2.0,5.0,2.0,0.0,11.0,3.0,11.0
12751,2020-05-10,63.0,4.0,56.0,45.0,42.0,1.0,25.0,2.0,21.0
12752,2020-05-10,677.0,23.0,426.0,114.0,54.0,0.0,38.0,3.0,37.0
12753,2020-05-10,8.0,1.0,3.0,4.0,2.0,1.0,9.0,1.0,23.0
12754,2020-05-10,1.0,5.0,5.0,9.0,2.0,1.0,29.0,12.0,15.0
12755,2020-05-10,11.0,2.0,13.0,8.0,3.0,0.0,38.0,10.0,11.0
12756,2020-05-10,39.0,7.0,10.0,2.0,7.0,0.0,0.0,0.0,16.0
12757,2020-05-10,120.0,2.0,12.0,19.0,2.0,0.0,5.0,1.0,37.0
12758,2020-05-10,14.0,3.0,1.0,6.0,0.0,0.0,36.0,29.0,38.0
12759,2020-05-10,91.0,16.0,75.0,256.0,37.0,0.0,33.0,7.0,29.0
12760,2020-05-10,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0
12761,2020-05-10,7.0,3.0,19.0,7.0,1.0,1.0,0.0,1.0,39.0
12762,2020-05-10,15.0,4.0,15.0,18.0,13.0,0.0,44.0,4.0,15.0
12763,2020-05-10,43.0,3.0,32.0,7.0,3.0,0.0,12.0,1.0,15.0
12764,2020-05-10,18.0,6.0,12.0,16.0,19.0,1.0,23.0,7.0,26.0
12765,2020-05-10,17.0,2.0,10.0,7.0,4.0,1.0,11.0,5.0,15.0
12766,2020-05-10,6.0,0.0,6.0,4.0,1.0,0.0,4.0,0.0,16.0
12768,2020-05-10,12.0,0.0,9.0,11.0,11.0,0.0,6.0,0.0,37.0
12769,2020-05-10,12.0,1.0,7.0,11.0,6.0,0.0,63.0,14.0,22.0
12770,2020-05-10,19.0,3.0,18.0,19.0,3.0,0.0,20.0,7.0,18.0
12771,2020-05-10,16.0,1.0,39.0,12.0,0.0,0.0,132.0,75.0,23.0
12772,2020-05-10,30.0,1.0,8.0,23.0,3.0,0.0,0.0,0.0,29.0
12773,2020-05-10,42.0,3.0,12.0,34.0,6.0,1.0,6.0,1.0,14.0
12774,2020-05-10,19.0,0.0,6.0,2.0,2.0,0.0,35.0,13.0,20.0
12775,2020-05-10,37.0,5.0,4.0,22.0,1.0,0.0,94.0,52.0,19.0
12776,2020-05-10,8.0,0.0,3.0,8.0,1.0,0.0,29.0,21.0,17.0
12777,2020-05-10,3.0,3.0,16.0,8.0,13.0,0.0,13.0,1.0,32.0
12778,2020-05-10,34.0,6.0,3.0,46.0,5.0,0.0,19.0,7.0,22.0
12779,2020-05-10,214.0,2.0,118.0,18.0,4.0,2.0,52.0,34.0,60.0
12780,2020-05-10,55.0,2.0,3.0,11.0,3.0,0.0,281.0,115.0,14.0
12781,2020-05-10,4.0,0.0,6.0,5.0,3.0,0.0,4.0,1.0,17.0
12782,2020-05-10,17.0,3.0,3.0,8.0,2.0,0.0,3.0,1.0,12.0
12783,2020-05-10,32.0,4.0,4.0,44.0,5.0,0.0,244.0,24.0,29.0
12784,2020-05-10,17.0,3.0,4.0,10.0,6.0,0.0,11.0,5.0,38.0
12785,2020-05-10,8.0,5.0,2.0,9.0,2.0,0.0,4.0,1.0,17.0
12786,2020-05-10,6.0,0.0,4.0,8.0,10.0,0.0,161.0,77.0,22.0
12787,2020-05-10,43.0,4.0,10.0,24.0,4.0,1.0,159.0,71.0,16.0
12788,2020-05-10,144.0,11.0,75.0,80.0,10.0,0.0,154.0,66.0,27.0
12789,2020-05-10,116.0,15.0,13.0,7.0,2.0,0.0,1.0,0.0,34.0
12790,2020-05-10,28.0,4.0,30.0,20.0,4.0,0.0,13.0,1.0,18.0
12791,2020-05-10,51.0,2.0,18.0,32.0,3.0,0.0,15.0,8.0,21.0
12792,2020-05-10,14.0,3.0,1.0,2.0,0.0,0.0,51.0,1.0,10.0
12793,2020-05-10,25.0,0.0,5.0,9.0,0.0,1.0,48.0,32.0,34.0
12794,2020-05-10,32.0,8.0,22.0,40.0,26.0,4.0,32.0,8.0,60.0
12795,2020-05-10,13.0,7.0,4.0,3.0,2.0,1.0,1.0,1.0,16.0
12796,2020-05-10,11.0,5.0,6.0,4.0,0.0,0.0,43.0,12.0,31.0
12797,2020-05-10,46.0,2.0,15.0,13.0,20.0,0.0,2.0,5.0,31.0
12798,2020-05-10,7.0,1.0,6.0,17.0,10.0,0.0,5.0,0.0,12.0
12799,2020-05-10,3.0,1.0,0.0,1.0,2.0,0.0,138.0,34.0,12.0
12800,2020-05-10,79.0,4.0,50.0,8.0,6.0,0.0,6.0,2.0,15.0
12801,2020-05-10,25.0,10.0,24.0,9.0,19.0,0.0,81.0,37.0,33.0
12802,2020-05-10,15.0,0.0,19.0,10.0,3.0,0.0,14.0,18.0,14.0
12803,2020-05-10,199.0,15.0,135.0,73.0,16.0,0.0,9.0,8.0,39.0
12804,2020-05-10,215.0,8.0,278.0,131.0,17.0,0.0,7.0,9.0,36.0
12805,2020-05-10,51.0,3.0,17.0,63.0,1.0,0.0,44.0,6.0,37.0
12806,2020-05-10,64.0,3.0,40.0,6.0,0.0,0.0,1.0,0.0,27.0
12807,2020-05-10,723.0,25.0,49.0,74.0,47.0,0.0,44.0,17.0,33.0
12808,2020-05-10,36.0,1.0,2.0,8.0,20.0,2.0,0.0,0.0,14.0
12809,2020-05-10,16.0,4.0,3.0,18.0,7.0,0.0,31.0,2.0,38.0
12810,2020-05-10,24.0,0.0,4.0,6.0,0.0,0.0,22.0,6.0,18.0
12811,2020-05-10,4.0,7.0,12.0,10.0,14.0,0.0,55.0,21.0,33.0
12812,2020-05-10,11.0,2.0,7.0,24.0,14.0,0.0,50.0,7.0,16.0
12813,2020-05-10,68.0,5.0,5.0,27.0,18.0,1.0,11.0,4.0,37.0
12814,2020-05-10,27.0,2.0,9.0,24.0,1.0,1.0,86.0,55.0,27.0
12815,2020-05-10,12.0,1.0,9.0,14.0,14.0,0.0,215.0,106.0,21.0
12816,2020-05-10,7.0,0.0,1.0,1.0,10.0,0.0,1.0,1.0,12.0
12817,2020-05-10,13.0,2.0,6.0,4.0,5.0,1.0,40.0,30.0,17.0
12818,2020-05-10,21.0,3.0,10.0,14.0,13.0,1.0,74.0,28.0,26.0
12819,2020-05-10,116.0,3.0,4.0,14.0,6.0,0.0,6.0,2.0,19.0
12820,2020-05-10,7.0,0.0,1.0,2.0,1.0,0.0,15.0,4.0,32.0
12821,2020-05-10,11.0,2.0,2.0,6.0,1.0,0.0,23.0,17.0,33.0
12822,2020-05-10,21.0,2.0,26.0,37.0,8.0,1.0,530.0,239.0,28.0
12823,2020-05-10,23.0,3.0,26.0,14.0,3.0,0.0,13.0,4.0,27.0
12824,2020-05-10,93.0,3.0,25.0,79.0,4.0,0.0,12.0,6.0,12.0
12825,2020-05-10,3.0,1.0,11.0,0.0,4.0,1.0,6.0,6.0,36.0
12826,2020-05-10,18.0,3.0,24.0,50.0,5.0,1.0,50.0,29.0,25.0
12827,2020-05-10,78.0,3.0,15.0,1.0,3.0,1.0,3.0,1.0,11.0
12828,2020-05-10,71.0,5.0,59.0,31.0,20.0,0.0,46.0,25.0,39.0
12829,2020-05-10,110.0,13.0,93.0,120.0,15.0,0.0,70.0,23.0,28.0
12830,2020-05-10,89.0,3.0,9.0,51.0,17.0,0.0,62.0,22.0,25.0
12831,2020-05-10,17.0,6.0,14.0,2.0,6.0,0.0,7.0,0.0,15.0
12832,2020-05-10,4.0,3.0,9.0,7.0,1.0,0.0,5.0,5.0,24.0
12833,2020-05-10,407.0,10.0,48.0,200.0,10.0,0.0,15.0,6.0,34.0
12834,2020-05-10,33.0,1.0,26.0,23.0,6.0,0.0,2.0,0.0,11.0
12835,2020-05-10,6.0,4.0,1.0,21.0,17.0,1.0,24.0,6.0,36.0
12836,2020-05-10,20.0,11.0,23.0,44.0,7.0,0.0,253.0,98.0,32.0
12837,2020-05-10,19.0,0.0,5.0,8.0,2.0,1.0,60.0,18.0,29.0
12838,2020-05-10,13.0,1.0,16.0,4.0,5.0,1.0,140.0,36.0,23.0
12839,2020-05-10,83.0,20.0,34.0,19.0,11.0,0.0,69.0,42.0,22.0
12840,2020-05-10,99.0,3.0,63.0,22.0,6.0,0.0,20.0,0.0,19.0
12841,2020-05-10,13.0,1.0,13.0,1.0,3.0,0.0,3.0,1.0,37.0
12842,2020-05-10,3.0,1.0,0.0,0.0,1.0,0.0,36.0,8.0,14.0
12843,2020-05-10,15.0,3.0,10.0,11.0,12.0,0.0,1.0,0.0,11.0
12844,2020-05-10,152.0,5.0,106.0,83.0,23.0,1.0,83.0,12.0,29.0
12845,2020-05-10,113.0,11.0,35.0,80.0,55.0,0.0,45.0,19.0,25.0
12846,2020-05-10,187.0,14.0,34.0,151.0,22.0,0.0,47.0,22.0,37.0
12847,2020-05-10,15.0,6.0,171.0,14.0,11.0,0.0,50.0,18.0,39.0
12848,2020-05-10,38.0,7.0,22.0,22.0,23.0,1.0,33.0,18.0,18.0
12849,2020-05-10,263.0,11.0,130.0,70.0,32.0,1.0,29.0,5.0,20.0
12850,2020-05-10,31.0,5.0,22.0,0.0,1.0,0.0,20.0,8.0,32.0
12851,2020-05-10,47.0,4.0,13.0,5.0,5.0,0.0,157.0,58.0,28.0
12852,2020-05-10,18.0,4.0,7.0,4.0,6.0,0.0,14.0,10.0,22.0
12853,2020-05-10,161.0,5.0,12.0,9.0,16.0,2.0,56.0,30.0,34.0
12854,2020-05-10,6.0,2.0,6.0,4.0,0.0,0.0,46.0,3.0,39.0
12855,2020-05-10,107.0,6.0,78.0,38.0,3.0,0.0,72.0,27.0,39.0
12856,2020-05-10,60.0,4.0,5.0,16.0,7.0,3.0,3.0,0.0,39.0
12857,2020-05-10,56.0,1.0,15.0,21.0,5.0,0.0,10.0,5.0,13.0
12858,2020-05-10,17.0,2.0,38.0,2.0,2.0,0.0,1.0,0.0,22.0
12859,2020-05-10,5.0,0.0,6.0,16.0,3.0,0.0,14.0,3.0,22.0
12860,2020-05-10,63.0,3.0,78.0,25.0,15.0,1.0,0.0,1.0,15.0
12861,2020-05-10,5.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,15.0
12862,2020-05-10,170.0,3.0,42.0,18.0,1.0,1.0,3.0,0.0,14.0
12863,2020-05-10,19.0,8.0,41.0,25.0,6.0,0.0,0.0,0.0,14.0
12864,2020-05-10,6.0,2.0,6.0,7.0,7.0,0.0,5.0,2.0,14.0
12865,2020-05-10,699.0,31.0,96.0,54.0,26.0,1.0,3.0,0.0,22.0
12866,2020-05-10,74.0,7.0,19.0,93.0,5.0,0.0,9.0,2.0,19.0
12867,2020-05-10,7.0,2.0,9.0,1.0,4.0,0.0,11.0,0.0,18.0
12868,2020-05-10,36.0,1.0,10.0,3.0,11.0,0.0,94.0,23.0,11.0
12869,2020-05-10,31.0,5.0,14.0,30.0,6.0,0.0,33.0,26.0,28.0
12870,2020-05-10,61.0,9.0,122.0,78.0,24.0,0.0,118.0,59.0,36.0
12871,2020-05-10,6.0,1.0,3.0,3.0,2.0,1.0,14.0,1.0,16.0
12872,2020-05-10,66.0,7.0,32.0,74.0,6.0,0.0,39.0,23.0,16.0
12873,2020-05-10,12.0,11.0,8.0,5.0,6.0,0.0,2.0,2.0,20.0
12874,2020-05-10,3.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,10.0
12875,2020-05-10,34.0,1.0,6.0,23.0,40.0,0.0,46.0,35.0,32.0
12876,2020-05-10,16.0,2.0,48.0,27.0,8.0,0.0,21.0,6.0,35.0
12877,2020-05-10,3.0,3.0,5.0,14.0,14.0,0.0,10.0,5.0,22.0
12878,2020-05-10,237.0,9.0,383.0,54.0,14.0,0.0,20.0,4.0,34.0
12880,2020-05-10,3.0,0.0,4.0,1.0,1.0,0.0,39.0,18.0,14.0
12881,2020-05-10,236.0,17.0,327.0,102.0,12.0,0.0,7.0,0.0,21.0
12882,2020-05-10,23.0,14.0,25.0,14.0,15.0,0.0,72.0,28.0,16.0
12883,2020-05-10,1.0,0.0,1.0,7.0,3.0,0.0,53.0,17.0,15.0
12884,2020-05-10,11.0,0.0,13.0,4.0,6.0,0.0,1.0,0.0,12.0
12885,2020-05-10,31.0,8.0,63.0,45.0,4.0,0.0,7.0,2.0,33.0
12887,2020-05-10,23.0,1.0,24.0,4.0,7.0,0.0,39.0,6.0,37.0
12888,2020-05-10,14.0,10.0,15.0,14.0,11.0,0.0,5.0,2.0,21.0
12889,2020-05-10,52.0,0.0,2.0,20.0,4.0,0.0,0.0,0.0,10.0
12890,2020-05-10,42.0,0.0,2.0,5.0,20.0,1.0,32.0,19.0,19.0
12891,2020-05-10,16.0,1.0,13.0,12.0,0.0,0.0,0.0,0.0,21.0
12892,2020-05-10,32.0,9.0,12.0,10.0,6.0,0.0,24.0,5.0,14.0
12893,2020-05-10,87.0,5.0,24.0,123.0,24.0,0.0,67.0,13.0,32.0
12894,2020-05-10,27.0,1.0,6.0,24.0,2.0,0.0,16.0,4.0,32.0
12895,2020-05-10,7.0,4.0,11.0,2.0,1.0,0.0,44.0,16.0,26.0
12896,2020-05-10,254.0,8.0,50.0,17.0,13.0,0.0,10.0,4.0,27.0
12897,2020-05-10,28.0,5.0,6.0,9.0,6.0,0.0,2.0,1.0,33.0
